chr	start	end	strand	gene_ID	gene_type	gene_short_name
chr2	114885021	114901366	-	ENSMUSG00000129809	lncRNA	ENSMUSG00000129809
chr2	114966031	114968267	+	ENSMUSG00000099802	lncRNA	Gm28493
chr2	115076490	115174820	-	ENSMUSG00000087309	lncRNA	4930528P14Rik
chr2	115154480	115177491	+	ENSMUSG00000086197	lncRNA	Gm13976
chr2	115323994	115412561	-	ENSMUSG00000085582	lncRNA	3110099E03Rik
chr2	115377585	115383547	+	ENSMUSG00000135767	lncRNA	ENSMUSG00000135767
chr2	115412197	115609249	+	ENSMUSG00000040282	protein_coding	Cdin1
chr2	115469206	115469294	+	ENSMUSG00000088606	miRNA	Mir1951
chr2	115558290	115561831	-	ENSMUSG00000135810	lncRNA	ENSMUSG00000135810
chr2	115641252	115679339	-	ENSMUSG00000125260	lncRNA	ENSMUSG00000125260
chr2	115652365	115656526	+	ENSMUSG00000125304	lncRNA	ENSMUSG00000125304
chr2	115684043	115689630	-	ENSMUSG00000123581	lncRNA	ENSMUSG00000123581
chr2	115693545	115896320	-	ENSMUSG00000027210	protein_coding	Meis2
chr2	115719516	115723882	+	ENSMUSG00000139969	lncRNA	ENSMUSG00000139969
chr2	115894998	115937330	+	ENSMUSG00000086308	lncRNA	G630016G05Rik
chr2	115896670	115900198	-	ENSMUSG00000086328	lncRNA	2700033N17Rik
chr2	115905646	115906577	-	ENSMUSG00000103562	TEC	2810405F15Rik
chr2	115905646	115906856	-	ENSMUSG00000140038	lncRNA	ENSMUSG00000140038
chr2	115986002	115987276	+	ENSMUSG00000140344	lncRNA	ENSMUSG00000140344
chr2	116358324	116358971	-	ENSMUSG00000081787	processed_pseudogene	Gm13991
chr2	116602538	116616265	-	ENSMUSG00000131321	lncRNA	ENSMUSG00000131321
chr2	116616304	116621703	+	ENSMUSG00000136271	lncRNA	ENSMUSG00000136271
chr2	116633979	116794742	-	ENSMUSG00000086462	lncRNA	Gm13990
chr2	116709172	116722975	+	ENSMUSG00000027355	protein_coding	Tmco5
chr2	116730595	116760226	+	ENSMUSG00000085316	lncRNA	D330050G23Rik
chr2	116776714	116806909	-	ENSMUSG00000099470	lncRNA	Gm29340
chr2	116793718	116794030	+	ENSMUSG00002076462	misc_RNA	Gm56456
chr2	116798520	116798654	-	ENSMUSG00000065794	snRNA	Gm25514
chr2	116802470	116803154	+	ENSMUSG00000131844	lncRNA	ENSMUSG00000131844
chr2	116808207	116808683	-	ENSMUSG00000123639	lncRNA	ENSMUSG00000123639
chr2	116885156	116886541	+	ENSMUSG00000134917	lncRNA	ENSMUSG00000134917
chr2	116886047	116886493	+	ENSMUSG00000074930	transcribed_processed_pseudogene	Gm13981
chr2	116890325	116894353	-	ENSMUSG00000128410	lncRNA	ENSMUSG00000128410
chr2	116950958	116951439	+	ENSMUSG00000125116	lncRNA	ENSMUSG00000125116
chr2	116951855	117012760	+	ENSMUSG00000027351	protein_coding	Spred1
chr2	117015608	117015707	+	ENSMUSG00000076376	miRNA	Mir674
chr2	117071364	117071922	+	ENSMUSG00000081842	processed_pseudogene	Rap1a-ps2
chr2	117078752	117078915	+	ENSMUSG00000065845	snRNA	Gm25189
chr2	117080220	117102021	+	ENSMUSG00000027349	protein_coding	Fam98b
chr2	117110474	117173482	-	ENSMUSG00000027347	protein_coding	Rasgrp1
chr2	117181019	117191739	+	ENSMUSG00000134645	lncRNA	ENSMUSG00000134645
chr2	117226457	117226900	-	ENSMUSG00000134388	lncRNA	ENSMUSG00000134388
chr2	117242801	117256358	+	ENSMUSG00000141513	lncRNA	ENSMUSG00000141513
chr2	117244873	117248178	-	ENSMUSG00000085681	lncRNA	Gm13982
chr2	117248263	117280984	+	ENSMUSG00000141475	lncRNA	ENSMUSG00000141475
chr2	117310108	117432439	+	ENSMUSG00000126271	lncRNA	ENSMUSG00000126271
chr2	117407112	117420713	-	ENSMUSG00000126309	lncRNA	ENSMUSG00000126309
chr2	117491589	117615293	+	ENSMUSG00000138372	lncRNA	ENSMUSG00000138372
chr2	117528235	117539370	-	ENSMUSG00000138412	lncRNA	ENSMUSG00000138412
chr2	117606375	117942663	-	ENSMUSG00000087203	lncRNA	Gm13986
chr2	117632598	117634145	-	ENSMUSG00000101394	lncRNA	Gm28183
chr2	117652409	117739617	+	ENSMUSG00000086221	lncRNA	4930412B13Rik
chr2	117870324	117871961	+	ENSMUSG00000103266	TEC	Gm36979
chr2	117908286	117908443	-	ENSMUSG00000077359	snRNA	Gm25308
chr2	117942357	117957614	+	ENSMUSG00000040152	protein_coding	Thbs1
chr2	117953932	117954528	-	ENSMUSG00000101859	lncRNA	Gm29233
chr2	117960905	118087447	-	ENSMUSG00000027344	protein_coding	Fsip1
chr2	118079170	118079263	-	ENSMUSG00002076765	miRNA	Gm56461
chr2	118083736	118109911	-	ENSMUSG00000100046	lncRNA	Gm29232
chr2	118094085	118109365	+	ENSMUSG00000137548	lncRNA	ENSMUSG00000137548
chr2	118100714	118106650	-	ENSMUSG00000045339	lncRNA	A930104D05Rik
chr2	118107591	118203900	-	ENSMUSG00000040133	protein_coding	Gpr176
chr2	118133890	118138660	+	ENSMUSG00000085889	lncRNA	1700054M17Rik
chr2	118136966	118138165	-	ENSMUSG00000121262	lncRNA	Gm57469
chr2	118181719	118181812	+	ENSMUSG00002075863	rRNA	Gm56462
chr2	118204558	118206721	+	ENSMUSG00000138935	lncRNA	ENSMUSG00000138935
chr2	118219099	118305715	+	ENSMUSG00000005102	protein_coding	Eif2ak4
chr2	118306331	118310192	-	ENSMUSG00000009549	protein_coding	Srp14
chr2	118313794	118314658	-	ENSMUSG00000084028	processed_pseudogene	Gm13983
chr2	118321568	118326006	+	ENSMUSG00000134743	lncRNA	ENSMUSG00000134743
chr2	118359238	118380168	-	ENSMUSG00000040093	protein_coding	Bmf
chr2	118385467	118388809	+	ENSMUSG00000134779	lncRNA	ENSMUSG00000134779
chr2	118424560	118425045	+	ENSMUSG00000080747	processed_pseudogene	Gm14016
chr2	118428692	118472072	+	ENSMUSG00000040084	protein_coding	Bub1b
chr2	118490451	118494472	-	ENSMUSG00000142224	lncRNA	ENSMUSG00000142224
chr2	118493784	118528501	+	ENSMUSG00000074923	protein_coding	Pak6
chr2	118529584	118534444	-	ENSMUSG00000078137	protein_coding	Ankrd63
chr2	118537998	118558919	-	ENSMUSG00000040061	protein_coding	Plcb2
chr2	118540351	118543125	+	ENSMUSG00000143935	lncRNA	ENSMUSG00000143935
chr2	118576239	118579291	+	ENSMUSG00000074918	protein_coding	Inafm2
chr2	118579422	118585992	+	ENSMUSG00000140062	lncRNA	ENSMUSG00000140062
chr2	118584639	118593142	-	ENSMUSG00000045838	protein_coding	Ccdc9b
chr2	118602267	118606395	-	ENSMUSG00000140099	lncRNA	ENSMUSG00000140099
chr2	118603250	118608646	+	ENSMUSG00000046804	protein_coding	Phgr1
chr2	118610200	118641774	+	ENSMUSG00000040035	protein_coding	Disp2
chr2	118644484	118684438	+	ENSMUSG00000027331	protein_coding	Knstrn
chr2	118660355	118692380	-	ENSMUSG00000086421	lncRNA	Gm14091
chr2	118692435	118713390	+	ENSMUSG00000027332	protein_coding	Ivd
chr2	118718535	118725414	+	ENSMUSG00000139602	lncRNA	ENSMUSG00000139602
chr2	118725815	118727755	-	ENSMUSG00000143949	lncRNA	ENSMUSG00000143949
chr2	118728231	118731280	-	ENSMUSG00000143911	lncRNA	ENSMUSG00000143911
chr2	118730858	118755009	+	ENSMUSG00000040007	protein_coding	Bahd1
chr2	118756977	118759066	+	ENSMUSG00000074916	protein_coding	Chst14
chr2	118801184	118825291	-	ENSMUSG00000141367	lncRNA	ENSMUSG00000141367
chr2	118825912	118850036	+	ENSMUSG00000084802	lncRNA	Gm14089
chr2	118838690	118838958	+	ENSMUSG00000081413	transcribed_processed_pseudogene	Uqcrh-ps2
chr2	118848260	118859874	-	ENSMUSG00000039983	protein_coding	Ccdc32
chr2	118865271	118870250	+	ENSMUSG00000027324	protein_coding	Rpusd2
chr2	118877151	118877726	-	ENSMUSG00000125780	lncRNA	ENSMUSG00000125780
chr2	118877600	118935982	+	ENSMUSG00000027326	protein_coding	Knl1
chr2	118942631	118943311	-	ENSMUSG00000121216	lncRNA	Gm57476
chr2	118943274	118977926	+	ENSMUSG00000027323	protein_coding	Rad51
chr2	118967482	118987515	-	ENSMUSG00000070730	protein_coding	Rmdn3
chr2	118998254	119002871	+	ENSMUSG00000046814	protein_coding	Gchfr
chr2	119002981	119039276	-	ENSMUSG00000034278	protein_coding	Dnajc17
chr2	119004990	119008056	+	ENSMUSG00000055926	protein_coding	Gm14137
chr2	119017998	119018742	+	ENSMUSG00000081572	processed_pseudogene	Gm14138
chr2	119039098	119047530	+	ENSMUSG00000068580	protein_coding	Zfyve19
chr2	119048600	119060387	-	ENSMUSG00000027317	protein_coding	Ppp1r14d
chr2	119065769	119067756	-	ENSMUSG00000143859	lncRNA	ENSMUSG00000143859
chr2	119067843	119080008	+	ENSMUSG00000027315	protein_coding	Spint1
chr2	119099682	119101753	-	ENSMUSG00000034226	protein_coding	Rhov
chr2	119115273	119115513	+	ENSMUSG00000084015	unprocessed_pseudogene	Gm14175
chr2	119119221	119128934	+	ENSMUSG00000034216	protein_coding	Vps18
chr2	119143467	119157582	-	ENSMUSG00000074912	lncRNA	Gm14207
chr2	119149217	119153152	+	ENSMUSG00000144161	lncRNA	ENSMUSG00000144161
chr2	119156265	119166443	+	ENSMUSG00000027314	protein_coding	Dll4
chr2	119181710	119184862	+	ENSMUSG00000027313	protein_coding	Chac1
chr2	119203523	119308168	-	ENSMUSG00000034154	protein_coding	Ino80
chr2	119307525	119309170	+	ENSMUSG00000137581	lncRNA	ENSMUSG00000137581
chr2	119339033	119339710	-	ENSMUSG00000082369	processed_pseudogene	Gm14208
chr2	119346986	119378108	-	ENSMUSG00000048647	protein_coding	Exd1
chr2	119378178	119417508	+	ENSMUSG00000014077	protein_coding	Chp1
chr2	119422384	119425337	-	ENSMUSG00000135150	lncRNA	ENSMUSG00000135150
chr2	119424396	119437983	+	ENSMUSG00000085438	lncRNA	Oip5os1
chr2	119439993	119448950	-	ENSMUSG00000072980	protein_coding	Oip5
chr2	119448779	119481725	+	ENSMUSG00000027306	protein_coding	Nusap1
chr2	119461599	119461717	+	ENSMUSG00000064906	rRNA	n-R5s204
chr2	119485927	119493308	-	ENSMUSG00000027305	protein_coding	Ndufaf1
chr2	119495574	119500384	+	ENSMUSG00000131401	lncRNA	ENSMUSG00000131401
chr2	119495585	119500542	-	ENSMUSG00000131360	lncRNA	ENSMUSG00000131360
chr2	119496107	119496517	-	ENSMUSG00000082029	processed_pseudogene	H3f3c
chr2	119499640	119500025	+	ENSMUSG00000081416	processed_pseudogene	Gm14383
chr2	119505549	119565888	+	ENSMUSG00000027304	protein_coding	Rtf1
chr2	119571284	119573676	-	ENSMUSG00000143696	lncRNA	ENSMUSG00000143696
chr2	119571309	119571437	-	ENSMUSG00000064722	snoRNA	Gm25857
chr2	119572818	119581744	+	ENSMUSG00000027296	protein_coding	Itpka
chr2	119581801	119590912	-	ENSMUSG00000027297	protein_coding	Ltk
chr2	119593785	119618018	-	ENSMUSG00000034032	protein_coding	Rpap1
chr2	119624423	119624524	-	ENSMUSG00000065164	snRNA	Gm23814
chr2	119628214	119648585	+	ENSMUSG00000027298	protein_coding	Tyro3
chr2	119702981	119729228	+	ENSMUSG00000140971	lncRNA	ENSMUSG00000140971
chr2	119708550	119708884	-	ENSMUSG00000081056	processed_pseudogene	Gm13998
chr2	119726165	119727638	-	ENSMUSG00000141010	lncRNA	ENSMUSG00000141010
chr2	119727709	119800062	+	ENSMUSG00000033943	protein_coding	Mga
chr2	119803180	119857889	+	ENSMUSG00000033902	protein_coding	Mapkbp1
chr2	119847998	119848060	+	ENSMUSG00000098632	miRNA	Mir7665
chr2	119855283	119858031	-	ENSMUSG00000087458	lncRNA	Gm13999
chr2	119857964	119863075	+	ENSMUSG00000098789	protein_coding	Jmjd7
chr2	119857974	119873514	+	ENSMUSG00000033852	protein_coding	Gm28042
chr2	119863898	119873511	+	ENSMUSG00000098488	protein_coding	Pla2g4b
chr2	119871974	119916159	-	ENSMUSG00000074899	protein_coding	Sptbn5
chr2	119919656	119985087	-	ENSMUSG00000027293	protein_coding	Ehd4
chr2	119957670	119961217	+	ENSMUSG00000136349	lncRNA	ENSMUSG00000136349
chr2	119971109	119972052	+	ENSMUSG00000136390	lncRNA	ENSMUSG00000136390
chr2	119996893	120075816	-	ENSMUSG00000050211	protein_coding	Pla2g4e
chr2	120073758	120093175	+	ENSMUSG00000129323	lncRNA	ENSMUSG00000129323
chr2	120075402	120076079	-	ENSMUSG00000087555	lncRNA	Gm13997
chr2	120096076	120119678	-	ENSMUSG00000070719	protein_coding	Pla2g4d
chr2	120130438	120144646	-	ENSMUSG00000046971	protein_coding	Pla2g4f
chr2	120146942	120183618	-	ENSMUSG00000027291	protein_coding	Vps39
chr2	120185793	120234594	-	ENSMUSG00000033808	protein_coding	Tmem87a
chr2	120234377	120292181	+	ENSMUSG00000062646	protein_coding	Ganc
chr2	120286171	120299862	-	ENSMUSG00000134591	lncRNA	4931402G19Rik
chr2	120286500	120335254	+	ENSMUSG00000118623	protein_coding	Gm52968
chr2	120294053	120335399	+	ENSMUSG00000079110	protein_coding	Capn3
chr2	120337301	120394324	-	ENSMUSG00000027288	protein_coding	Zfp106
chr2	120350249	120375146	+	ENSMUSG00000131965	lncRNA	ENSMUSG00000131965
chr2	120398152	120431736	+	ENSMUSG00000027287	protein_coding	Snap23
chr2	120434719	120440001	-	ENSMUSG00000027286	protein_coding	Lrrc57
chr2	120439864	120452041	+	ENSMUSG00000027285	protein_coding	Haus2
chr2	120459602	120562376	+	ENSMUSG00000033705	protein_coding	Stard9
chr2	120471192	120471316	-	ENSMUSG00002075096	rRNA	Gm55774
chr2	120522869	120523384	-	ENSMUSG00000133304	lncRNA	ENSMUSG00000133304
chr2	120546635	120680609	-	ENSMUSG00000027284	protein_coding	Cdan1
chr2	120563297	120681085	-	ENSMUSG00000090100	protein_coding	Ttbk2
chr2	120680343	120745709	+	ENSMUSG00000087519	lncRNA	AV039307
chr2	120690750	120801196	-	ENSMUSG00000027272	protein_coding	Ubr1
chr2	120800816	120804130	+	ENSMUSG00000128623	lncRNA	ENSMUSG00000128623
chr2	120807498	120838333	+	ENSMUSG00000054484	protein_coding	Tmem62
chr2	120808132	120808208	-	ENSMUSG00002075710	miRNA	Gm55820
chr2	120834570	120834783	+	ENSMUSG00000065883	snoRNA	Snord3b-ps2
chr2	120838884	120847385	+	ENSMUSG00000023572	protein_coding	Ccndbp1
chr2	120848372	120867553	-	ENSMUSG00000023216	protein_coding	Epb42
chr2	120876592	120916322	-	ENSMUSG00000053675	protein_coding	Tgm5
chr2	120880280	120881047	+	ENSMUSG00000081313	processed_pseudogene	Gm14213
chr2	120924046	120946877	-	ENSMUSG00000079103	protein_coding	Tgm7
chr2	120958788	120971134	-	ENSMUSG00000074890	protein_coding	Lcmt2
chr2	120965672	120965777	-	ENSMUSG00000089009	snRNA	Gm23858
chr2	120970909	120987161	+	ENSMUSG00000027259	protein_coding	Adal
chr2	120988754	121001606	-	ENSMUSG00000050619	protein_coding	Zscan29
chr2	121001135	121029251	+	ENSMUSG00000027263	protein_coding	Tubgcp4
chr2	121023762	121101888	-	ENSMUSG00000043909	protein_coding	Trp53bp1
chr2	121120081	121141313	+	ENSMUSG00000027254	protein_coding	Map1a
chr2	121124184	121126489	-	ENSMUSG00000087704	lncRNA	Gm14978
chr2	121141042	121185877	-	ENSMUSG00000033526	protein_coding	Ppip5k1
chr2	121188195	121194218	+	ENSMUSG00000000308	protein_coding	Ckmt1
chr2	121194209	121217649	-	ENSMUSG00000033498	protein_coding	Strc
chr2	121223112	121244273	-	ENSMUSG00000033486	protein_coding	Catsper2
chr2	121231626	121231872	-	ENSMUSG00000082651	processed_pseudogene	Gm14001
chr2	121235722	121235954	+	ENSMUSG00000084140	processed_pseudogene	Gm14000
chr2	121244256	121269168	+	ENSMUSG00000027248	protein_coding	Pdia3
chr2	121269491	121274759	-	ENSMUSG00000027246	protein_coding	Ell3
chr2	121269540	121287262	-	ENSMUSG00000046110	protein_coding	Serinc4
chr2	121276961	121280689	-	ENSMUSG00000135378	lncRNA	ENSMUSG00000135378
chr2	121279676	121288794	+	ENSMUSG00000074884	protein_coding	Serf2
chr2	121281151	121281251	-	ENSMUSG00000080374	miRNA	Gm22953
chr2	121283771	121289153	+	ENSMUSG00000027245	protein_coding	Hypk
chr2	121290716	121304548	-	ENSMUSG00000048222	protein_coding	Mfap1b
chr2	121304570	121323238	+	ENSMUSG00000135337	lncRNA	ENSMUSG00000135337
chr2	121311610	121311995	+	ENSMUSG00000081967	processed_pseudogene	Gm14017
chr2	121315913	121321993	+	ENSMUSG00000084407	transcribed_unprocessed_pseudogene	Gm14018
chr2	121322392	121337146	-	ENSMUSG00000068479	protein_coding	Mfap1a
chr2	121337204	121375341	+	ENSMUSG00000027242	protein_coding	Wdr76
chr2	121376010	121637568	-	ENSMUSG00000027238	protein_coding	Frmd5
chr2	121451872	121456792	+	ENSMUSG00000131890	lncRNA	ENSMUSG00000131890
chr2	121531246	121532206	-	ENSMUSG00000081264	processed_pseudogene	Gm14021
chr2	121549011	121549672	+	ENSMUSG00000084244	transcribed_processed_pseudogene	Gm14020
chr2	121549444	121553999	+	ENSMUSG00000139186	lncRNA	ENSMUSG00000139186
chr2	121609097	121609912	+	ENSMUSG00000132347	lncRNA	ENSMUSG00000132347
chr2	121636819	121637840	+	ENSMUSG00000127834	lncRNA	ENSMUSG00000127834
chr2	121695719	121698075	-	ENSMUSG00000086913	lncRNA	Gm14019
chr2	121697451	121766701	+	ENSMUSG00000060227	protein_coding	Golm2
chr2	121722052	121722165	-	ENSMUSG00002076141	rRNA	Gm56104
chr2	121763891	121767937	-	ENSMUSG00000130939	lncRNA	ENSMUSG00000130939
chr2	121768056	121768736	+	ENSMUSG00000131013	lncRNA	ENSMUSG00000131013
chr2	121784233	121786573	-	ENSMUSG00000074881	protein_coding	Mageb3
chr2	121786482	121844123	+	ENSMUSG00000033411	protein_coding	Ctdspl2
chr2	121799454	121858835	-	ENSMUSG00000131571	lncRNA	ENSMUSG00000131571
chr2	121827757	121859247	-	ENSMUSG00000131608	lncRNA	ENSMUSG00000131608
chr2	121859027	121887079	+	ENSMUSG00000027236	protein_coding	Eif3j1
chr2	121859123	121859190	+	ENSMUSG00002076932	miRNA	Gm56114
chr2	121884001	121948867	-	ENSMUSG00000033396	protein_coding	Spg11
chr2	121949016	121949470	+	ENSMUSG00000141785	lncRNA	ENSMUSG00000141785
chr2	121950589	122016670	-	ENSMUSG00000027233	protein_coding	Patl2
chr2	121978167	121983564	+	ENSMUSG00000060802	protein_coding	B2m
chr2	121991181	122009508	+	ENSMUSG00000033368	protein_coding	Trim69
chr2	122016753	122036878	+	ENSMUSG00000027229	protein_coding	Terb2
chr2	122035256	122040788	-	ENSMUSG00000143328	lncRNA	ENSMUSG00000143328
chr2	122038401	122038746	+	ENSMUSG00000082670	processed_pseudogene	Gm14050
chr2	122045101	122045835	-	ENSMUSG00000079966	processed_pseudogene	Gm14058
chr2	122050474	122050872	+	ENSMUSG00000070692	processed_pseudogene	Rps12-ps10
chr2	122065230	122095821	+	ENSMUSG00000027227	protein_coding	Sord
chr2	122109728	122128930	-	ENSMUSG00000068452	protein_coding	Duox2
chr2	122129381	122133366	+	ENSMUSG00000027225	protein_coding	Duoxa2
chr2	122132672	122144211	-	ENSMUSG00000027224	protein_coding	Duoxa1
chr2	122146153	122178453	+	ENSMUSG00000033268	protein_coding	Duox1
chr2	122179373	122199643	-	ENSMUSG00000033256	protein_coding	Shf
chr2	122199688	122220823	+	ENSMUSG00000125173	lncRNA	Gm39918
chr2	122206217	122207117	+	ENSMUSG00000125205	lncRNA	ENSMUSG00000125205
chr2	122208051	122208326	+	ENSMUSG00000125237	lncRNA	ENSMUSG00000125237
chr2	122215970	122216121	-	ENSMUSG00000088506	snRNA	Gm24409
chr2	122256958	122291618	+	ENSMUSG00000027219	protein_coding	Slc28a2
chr2	122257675	122257950	+	ENSMUSG00000083645	unprocessed_pseudogene	Gm14086
chr2	122297416	122298007	-	ENSMUSG00000081219	processed_pseudogene	Bambi-ps1
chr2	122315422	122358521	+	ENSMUSG00000079071	protein_coding	Slc28a2b
chr2	122374274	122391732	-	ENSMUSG00000126945	lncRNA	ENSMUSG00000126945
chr2	122391954	122415554	+	ENSMUSG00000124043	lncRNA	ENSMUSG00000124043
chr2	122424948	122441784	-	ENSMUSG00000027199	protein_coding	Gatm
chr2	122441875	122443019	-	ENSMUSG00000137172	lncRNA	ENSMUSG00000137172
chr2	122461120	122474750	+	ENSMUSG00000118663	protein_coding	Afg2b
chr2	122478906	122483111	+	ENSMUSG00000033213	protein_coding	AA467197
chr2	122482723	122482801	+	ENSMUSG00000076309	miRNA	Mir147
chr2	122494290	122495682	+	ENSMUSG00000138972	lncRNA	ENSMUSG00000138972
chr2	122523153	122544583	-	ENSMUSG00000005802	protein_coding	Slc30a4
chr2	122542835	122569552	+	ENSMUSG00000087017	lncRNA	4930417H01Rik
chr2	122545381	122546062	-	ENSMUSG00000123778	lncRNA	ENSMUSG00000123778
chr2	122554597	122607515	-	ENSMUSG00000085633	lncRNA	Bloc1s6os
chr2	122580423	122591395	+	ENSMUSG00000005804	protein_coding	Bloc1s6
chr2	122607157	122651489	+	ENSMUSG00000005803	protein_coding	Sqor
chr2	122764092	122772163	-	ENSMUSG00000136688	lncRNA	ENSMUSG00000136688
chr2	122772260	122823870	+	ENSMUSG00000124605	lncRNA	ENSMUSG00000124605
chr2	122842677	122846670	+	ENSMUSG00000135573	lncRNA	ENSMUSG00000135573
chr2	123115844	123116131	+	ENSMUSG00000084372	processed_pseudogene	Gm13988
chr2	123521165	123522885	-	ENSMUSG00000130993	lncRNA	ENSMUSG00000130993
chr2	123615518	123617689	-	ENSMUSG00000143729	lncRNA	ENSMUSG00000143729
chr2	123931437	123933142	-	ENSMUSG00000144087	lncRNA	ENSMUSG00000144087
chr2	123931889	124509690	+	ENSMUSG00000027200	protein_coding	Sema6d
chr2	123965556	123971876	-	ENSMUSG00000085496	lncRNA	4930517E11Rik
chr2	124054217	124064336	-	ENSMUSG00000086954	lncRNA	4930583P06Rik
chr2	124546344	124556125	+	ENSMUSG00000130875	lncRNA	ENSMUSG00000130875
chr2	124547712	124630438	-	ENSMUSG00000130839	lncRNA	ENSMUSG00000130839
chr2	124550575	124553003	+	ENSMUSG00000087450	lncRNA	Gm13994
chr2	124562262	124563337	+	ENSMUSG00000130912	lncRNA	ENSMUSG00000130912
chr2	124910044	124930597	+	ENSMUSG00000035183	protein_coding	Slc24a5
chr2	124926548	124965581	-	ENSMUSG00000027201	protein_coding	Myef2
chr2	124946929	124947035	+	ENSMUSG00000118793	snRNA	Gm22352
chr2	124965279	124966986	+	ENSMUSG00000133757	lncRNA	ENSMUSG00000133757
chr2	124966236	124978914	-	ENSMUSG00000087056	lncRNA	Gm14004
chr2	124978553	124989761	+	ENSMUSG00000074872	protein_coding	Ctxn2
chr2	124994425	125071922	+	ENSMUSG00000027202	protein_coding	Slc12a1
chr2	125049448	125088374	-	ENSMUSG00000086416	lncRNA	Gm14002
chr2	125089110	125100528	+	ENSMUSG00000027203	protein_coding	Dut
chr2	125116484	125119092	+	ENSMUSG00000085797	lncRNA	A530010F05Rik
chr2	125117434	125121995	-	ENSMUSG00000135646	lncRNA	ENSMUSG00000135646
chr2	125124608	125125898	-	ENSMUSG00000087682	lncRNA	Gm14003
chr2	125142514	125349913	-	ENSMUSG00000027204	protein_coding	Fbn1
chr2	125347009	125349801	+	ENSMUSG00000053615	lncRNA	Gm9913
chr2	125357359	125376611	+	ENSMUSG00000134924	lncRNA	ENSMUSG00000134924
chr2	125405008	125467033	-	ENSMUSG00000068394	protein_coding	Cep152
chr2	125433497	125437940	+	ENSMUSG00000141211	lncRNA	ENSMUSG00000141211
chr2	125467118	125469873	+	ENSMUSG00000135402	lncRNA	ENSMUSG00000135402
chr2	125469367	125566068	-	ENSMUSG00000035109	protein_coding	Shc4
chr2	125515015	125516705	+	ENSMUSG00000091337	protein_coding	Eid1
chr2	125578906	125624790	-	ENSMUSG00000035093	protein_coding	Secisbp2l
chr2	125672224	125701059	-	ENSMUSG00000027206	protein_coding	Cops2
chr2	125701029	125826219	+	ENSMUSG00000027207	protein_coding	Galk2
chr2	125801313	125803216	-	ENSMUSG00000125859	lncRNA	ENSMUSG00000125859
chr2	125825403	125993924	-	ENSMUSG00000027209	protein_coding	Fam227b
chr2	125876578	125933105	+	ENSMUSG00000027208	protein_coding	Fgf7
